Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Adjusted savings: net forest depletion (current US$),,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Food, beverages and tobacco (% of value added in manufacturing)",,,,31.59609121,31.67815851,26.4573991,25.25641026,24.57681488,23.05898034,23.26732673,25.75287461,24.73837209,25.00833982,18.1653372,18.90053695,17.75575887,18.63021766,19.09628544,18.00261208,16.28138232,16.59779033,15.77832267,16.60984604,15.81197399,14.38549525,13.8452332,12.72641567,11.73018142,11.35130226,11.42667602,10.7015189,10.57622174,10.55903855,10.06514748,9.392503896,8.411466989,8.87461542,8.613491783,8.892510171,8.834609853,8.256960174,8.090614887,7.794276658,7.519378936,7.297325948,6.599252541,6.253860221,6.60146,6.268059431,6.487830586,6.451524473,5.372426857,5.843020895,6.125422608,6.394729081,6.656184912,6.831243721,6.610787175,6.610787382,6.610787382,
Financial intermediary services indirectly Measured (FISIM) (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (constant 2015 US$),1257561392,1148911624,1552922559,1941108997,1458594404,1654941951,2474633285,3220860048,4582120527,5777356381,6305311153,7575160842,7588067975,10167461207,12161524810,12671091338,15776582837,19259121740,25127712100,28539350179,27587316532,28876350110,29313424523,31331445886,32685015128,32017645642,42648172337,50364781209,57024508081,66044383740,74917065042,89888543373,94218444381,1.00572E+11,1.24645E+11,1.52105E+11,1.73607E+11,1.77708E+11,1.34669E+11,1.67846E+11,2.04927E+11,1.97832E+11,2.27292E+11,2.5111E+11,2.81455E+11,3.03275E+11,3.41099E+11,3.79927E+11,3.92324E+11,3.65224E+11,4.29174E+11,4.91456E+11,5.04075E+11,5.12341E+11,5.18813E+11,5.29773E+11,5.57187E+11,6.06537E+11,6.16927E+11,6.05147E+11,5.84998E+11
Gross fixed capital formation (current LCU),28100000000,35420000000,50620000000,70210000000,85630000000,1.2675E+11,2.1725E+11,2.9034E+11,4.4103E+11,5.8876E+11,7.229E+11,8.031E+11,9.156E+11,1.3444E+12,2.1512E+12,2.8712E+12,3.8188E+12,5.4513E+12,8.4354E+12,1.11704E+13,1.30592E+13,1.44274E+13,1.70151E+13,2.06119E+13,2.33479E+13,2.59997E+13,3.02818E+13,3.67842E+13,4.47247E+13,5.41785E+13,7.4874E+13,9.44793E+13,1.02711E+14,1.14784E+14,1.35604E+14,1.62201E+14,1.84058E+14,1.93212E+14,1.65286E+14,1.77394E+14,2.06895E+14,2.17426E+14,2.38401E+14,2.61797E+14,2.81906E+14,2.918E+14,3.06642E+14,3.28572E+14,3.5776E+14,3.72056E+14,3.99786E+14,4.18825E+14,4.25614E+14,4.36628E+14,4.5259E+14,4.81002E+14,5.1735E+14,5.78457E+14,5.76587E+14,5.79002E+14,6.01465E+14
Final consumption expenditure (% of GDP),99.37164812,97.13281846,96.68452413,91.12122498,90.98123513,92.39827277,88.27375313,89.02726816,85.58922559,82.12875001,83.62654652,85.58173357,83.22047004,77.60751181,78.46805819,80.19082666,75.17066497,71.74402545,69.60981137,69.82467294,74.62838357,74.84930481,73.36567365,69.57363459,67.10577379,66.56246419,63.5115715,60.74661991,58.79507955,61.35789841,61.20264544,61.08443091,61.98832748,61.86379078,62.02705873,62.00168059,63.6395492,63.60956735,61.71758325,63.68871237,65.40010779,67.15530352,67.83741343,66.21884125,63.98136496,65.17956384,66.40136277,65.91881579,66.58254322,66.33108438,64.6400091,65.57143116,65.95357137,65.48263545,65.16112153,63.62408448,63.1958233,62.9644459,64.07509965,65.71048316,64.48388135
Households and NPISHs Final consumption expenditure (current US$),3369832459,2027306413,2339239766,3214396978,2863089730,2604279279,3087970812,3843708413,4616157600,5544766796,6639940752,7467665274,7902466339,9536553525,13458600143,15053099174,19246900826,23474173554,31026239669,40164669421,41019870602,45785795046,48255457679,51301063487,55143800094,56671111009,62212490782,75100964052,97559981954,1.24951E+11,1.42333E+11,1.66421E+11,1.81061E+11,2.00711E+11,2.39929E+11,2.9441E+11,3.24914E+11,3.04245E+11,1.92871E+11,2.61753E+11,3.14018E+11,3.03404E+11,3.51859E+11,3.79937E+11,4.09231E+11,4.89115E+11,5.58528E+11,6.1534E+11,5.50209E+11,4.87739E+11,5.77012E+11,6.41635E+11,6.55421E+11,6.92335E+11,7.41208E+11,7.11495E+11,7.19391E+11,7.72092E+11,8.28329E+11,8.0313E+11,7.60379E+11
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,,,3.97,,4.02,,3.995877,,4.025192,,3.92,,
"Computer, communications and other services (% of commercial service exports)",,,,,,,,,,,,,,,,,46.69201521,59.51721409,67.67137903,61.13636364,59.36110654,59.25329306,59.6809428,55.74428893,56.18626073,53.38478345,41.0346143,41.08869922,31.92127672,29.90278567,37.29850833,37.30813446,37.25432373,36.86067019,37.2171583,38.29965656,42.04783938,41.42300658,34.71416798,32.27994669,34.17136202,33.26459721,34.64518604,33.63601902,33.25939017,37.58364804,40.18435139,39.81895007,36.50040628,43.44803834,37.25154671,42.19976009,44.01816303,47.20268558,47.7864193,46.78976516,50.1813759,53.2161785,51.25800062,49.71045218,54.85220073
Manufactures exports (% of merchandise exports),,,18.20097761,45.06825897,46.64877708,59.30856865,60.55033881,66.63535896,73.92579998,75.9763549,76.52581233,81.64669661,83.58476401,83.97780236,84.63531059,81.3750671,87.41143846,84.80438319,88.23298723,88.82626407,89.54755676,89.99921832,91.15512451,90.90059974,91.22255763,91.31124464,91.91609161,92.35049813,92.96170453,92.75728278,93.22783536,92.584527,92.51059951,92.8050611,92.81449029,91.51056782,88.62809523,86.89315921,86.38131179,89.60023482,89.93858031,90.09036322,91.63737759,91.73269419,91.05610429,90.81744384,89.18241518,88.98925694,86.55185688,88.78819218,88.29233666,85.3005973,84.51650295,85.98716425,86.52771439,89.4390536,89.8692748,89.26679722,87.59260092,87.39752107,89.57076994
Merchandise imports by the reporting economy (current US$),279200000,297400000,416300000,559900000,403800000,454400000,716400000,995900000,1468000000,1823400000,1985300000,2394200000,2522000000,4241500000,6859400000,7279700000,8693700000,10805800000,14974900000,20175600000,22062800000,26153500000,24250200000,26195800000,30627900000,31058000000,31733500000,41026400000,51812260311,60209621243,74404912000,81825597000,82950768000,86630200000,1.02348E+11,1.3511E+11,1.50157E+11,1.44635E+11,93371462941,1.19741E+11,1.6034E+11,1.40986E+11,1.51292E+11,1.78738E+11,2.24283E+11,2.61097E+11,3.09146E+11,3.56501E+11,4.35149E+11,3.23069E+11,4.25212E+11,5.24375E+11,5.19584E+11,5.15586E+11,5.25515E+11,4.36499E+11,4.06032E+11,4.72574E+11,5.3472E+11,5.02758E+11,
Fuel imports (% of merchandise imports),,,8.021119668,6.135828687,7.041095326,6.949443831,5.762898958,6.184615011,5.146397135,6.082936845,6.855715651,7.910458185,8.681436938,7.369512812,15.40692086,19.07713506,19.93750652,20.17343596,16.39096185,18.61770545,29.86180513,29.83095903,31.32705953,26.58444224,23.76588485,23.5646543,15.93983181,14.64366905,11.55489234,12.41076046,15.78358592,15.63779879,17.90168773,17.96380278,15.06170463,14.07188318,16.1530329,18.93378427,19.50573601,19.1020503,23.72677701,24.14598631,21.31883948,21.60182976,22.39968715,25.83910265,28.02601776,27.04368993,32.7417858,28.37337872,28.83204849,33.11823314,35.8349835,34.99626452,33.43462049,23.68935405,20.12805203,22.98014392,27.45848318,25.30306082,18.5140215
"Tariff rate, applied, simple mean, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.83,14.89,12.98,,11.18,,,8.27,9.83,9.72,10.25,8.54,9.84,9.91,9.58,9.49,9.12,9.12,9.2,8.36,9.76,9.97,10.12,10.36,10.18,10.33,5.98,6.05,11.12,5.36,5.23,,5.29
"International tourism, expenditures for travel items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6341000000,7482000000,6988000000,3470000000,4881000000,7132000000,7617000000,10465000000,10103000000,12350000000,15406000000,18809000000,21957000000,19056000000,15035000000,18766000000,19920000000,20645000000,21648000000,23192000000,25270000000,27243000000,31691000000,35133000000,32739000000,16157000000
Completeness of birth registration (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sex ratio at birth (male births per female births),,,1.063,,,,,1.063,,,,,1.062,,,,,1.062,,,,,1.078,,,,,1.118,,,1.132,,1.142,,,,,1.104,,,,,1.09,,,,,1.067,1.065,1.063,1.061,1.059,1.057,1.057,1.056,1.056,1.055,1.055,1.055,1.055,
"Population ages 60-64, female (% of female population)",2.246938037,2.168024946,2.085959285,2.014755277,1.973298748,1.970217545,1.999903597,2.056707777,2.127302738,2.194638343,2.249197235,2.290533343,2.325293255,2.353687183,2.375321464,2.391092355,2.387204476,2.379061201,2.378581247,2.402711401,2.4593679,2.538379538,2.646668069,2.765282509,2.869029683,2.945205624,2.978177493,2.992368624,3.00454856,3.038731169,3.107623209,3.211926093,3.338910927,3.475136306,3.603482289,3.713462017,3.781825821,3.846258806,3.90351761,3.94913079,3.983077118,4.012753497,4.031626572,4.049178779,4.080376431,4.133727173,4.211493336,4.311872539,4.431746904,4.563781333,4.704414823,4.810772361,4.92653013,5.081760163,5.303586368,5.59420466,5.950533118,6.369516897,6.806825441,7.19547148,7.493798951
"Population ages 20-24, female (% of female population)",8.523561446,8.319736632,8.114380941,7.913079653,7.742644485,7.633770458,7.668521112,7.749800608,7.848618423,7.938215204,8.013201205,8.09548423,8.164088316,8.257635734,8.430937056,8.707599972,9.065553373,9.529536201,10.02366019,10.42831544,10.67019627,10.82872513,10.81190408,10.67230164,10.5041,10.36931063,10.25139476,10.18107572,10.14368499,10.10705723,10.05036005,10.0170719,9.956412047,9.864240769,9.734074291,9.558839074,9.304293184,9.007538054,8.691229656,8.402632731,8.178359548,8.048619447,7.989024751,7.940623971,7.819374436,7.58383628,7.246980741,6.803731494,6.340612428,5.985223067,5.809717425,5.87077271,6.048345885,6.251340097,6.384941967,6.419103033,6.417920944,6.382732419,6.304106863,6.173292914,5.987951801
"Population ages 0-14, male",5603499,5825231,6002170,6147695,6278279,6411337,6528428,6648149,6769108,6868156,6934104,6971785,6984953,6976286,6955182,6925060,6892741,6835576,6765886,6703494,6659446,6588993,6547197,6513193,6446501,6332501,6240270,6096582,5926883,5778025,5675383,5556393,5517268,5521243,5513133,5465937,5468403,5401561,5286580,5185984,5128752,5040313,4983070,4942663,4880608,4778605,4672076,4550630,4427140,4290504,4160806,4054321,3937605,3823214,3724574,3632559,3568754,3503317,3449470,3392812,3340890
"Mortality rate, infant, male (per 1,000 live births)",84.6,81,77.7,74.6,71.3,68,64.5,60.9,57.4,54,50.7,47.7,45.1,43,41.2,39.6,38.2,36.8,35.3,33.8,32.1,30.3,28.4,26.5,24.5,22.6,20.7,18.9,17.3,15.9,14.5,13.4,12.3,11.3,10.5,9.7,8.9,8.3,7.8,7.3,6.9,6.5,6.2,5.8,5.4,5.1,4.7,4.4,4.1,3.9,3.8,3.7,3.5,3.4,3.3,3.3,3.2,3.1,3,2.9,2.8
"International migrant stock, total",135551,,,,,156147,,,,,179873,,,,,305275,,,,,528810,,,,,559921,,,,,43017,,,,,123886,,,,,244178,,,,,485546,,,,,919275,,,,,1327324,,,,,
Unemployment with intermediate education (% of total labor force with intermediate education),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.220000029,3.339999914,3.599999905,2.960000038,3.059999943,3.049999952,3.920000076,9.659999847,9.010000229,4.840000153,4.360000134,3.609999895,3.660000086,3.779999971,4.039999962,3.579999924,3.210000038,3.210000038,3.680000067,3.319999933,3.109999895,2.900000095,2.599999905,2.900000095,3.299999952,3.359999895,3.119999886,3.730000019,3.619999886,3.950000048
"Labor force, female (% of total labor force)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.33043037,39.0825345,38.8867841,38.85616147,39.04053969,39.29985717,39.60030549,40.07843864,39.06356691,39.54055723,40.37273866,40.6619968,40.61413053,40.22062753,40.67800871,40.8091923,41.00906107,40.97297901,41.02515277,40.78658951,40.89129627,40.89848667,40.92911012,41.04179448,41.30611502,41.51071673,41.65961737,41.87836406,42.04282057,42.37866669,42.36363144
"Labor force with basic education, male (% of male working-age population with basic education)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.66999817,73.70999908,73.12000275,70.37999725,70.09999847,68.09999847,67.02999878,66.58999634,65.40000153,64.12000275,63.31999969,62.61999893,61.90999985,61.34000015,61.06000137,59.88000107,59.20000076,58.29000092,57.75999832,56.77999878,56.04000092
"Average working hours of children, working only, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child employment in services (% of economically active children ages 7-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Self-employed, total (% of total employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.27000046,37.34000015,37.90999985,37.13000107,36.81000137,36.70000076,36.81000137,38.33000183,37.59000015,36.91999817,36.79999924,36.09999847,34.97999954,34.15000153,33.47999954,32.68999863,31.69000053,31.20000076,29.97999954,28.79999924,28.26000023,28.19000053,27.40999985,26.79000092,25.76000023,25.42000008,25.30999947,25.04999924,24.56999969,
"Child employment in agriculture, male (% of male economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Domestic private health expenditure per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.1164596,381.9017445,384.7315951,426.4637582,447.5790174,494.2546191,539.8023655,605.6817694,689.4938269,696.4697459,763.8419031,812.7437874,873.6194269,903.5768176,978.6788516,1079.35539,1167.70488,1231.426775,1342.8488,1425.133682,
Current health expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89759398,4.4276228,4.16491032,4.4238739,4.38896513,4.61782169,4.94396782,5.11490726,5.39896727,5.78228998,5.91734409,6.00844383,6.13262033,6.24789429,6.47438097,6.65271664,6.91432714,7.10694933,7.54388428,8.1641655,
"Tuberculosis case detection rate (%, all forms)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
"Prevalence of stunting, height for age, female (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,
"Maternal mortality ratio (national estimate, per 100,000 live births)",,,,,,,,,,,,,,,,,,,,,,,,,,16,15,10,10,9,13,14,13,13,12,,,10,10,13,11,13,13,12,12,11,12,10,9,13,,16,19,12,11,9,8,,,,
ARI treatment (% of children under 5 taken to a health provider),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Use of insecticide-treated bed nets (% of under-5 population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children (ages 0-14) newly infected with HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,10.1,9.9,9.5,9,8.5,7.9,7.5,7.1,6.7,6.4,6.1,5.7,5.5,5.3,5.1,5,4.7,4.6,4.4,
Number of deaths ages 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4422,4301,4181,4078,4007,3950,3799,3500,3111,2738,2436,2213,2058,1946,1851,1759,1678,1605,1533,1453,1366,1305,1258,1220,1180,1142,1117,1107,1107,1106,1096
Women who believe a husband is justified in beating his wife when she burns the food (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Government expenditure per student, primary (% of GDP per capita)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.44121,16.90531,,,,,,,,,,,,,,,,,27.84732,,,,
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.578840017,,,,,0.771870017,,,,,
"Trained teachers in secondary education, male (% of male teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Secondary education, vocational pupils",,,,,,,,,,,,272743,301893,341933,405056,419796,436538,459129,501214,555082,715165,881287,813417,824377,889236,901344,896733,928986,853517,856890,835216,824406,819269,835598,915467,913843,962099,969402,936523,860150,753587,656606,580274,546401,518007,506478,494349,497389,487492,482062,467323,417534,375813,337133,330189,320463,309147,293568,,,
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",,,,,,,,,,,40.21419144,,,,,48.61679077,,,,,58.80546188,,,,,,,,,,77.5788269,,,,,81.35494232,,,,,84.90184021,,,,,87.49263763,,,,85.54960632,89.11392975,,,,,91.30187988,,,,,
"Primary education, teachers",,,,,,,,,,,,101095,103756,105672,107259,107436,108126,109530,112997,115245,117290,119064,122727,124572,126163,126233,126785,126677,130142,132527,134898,136800,138207,138945,139096,138369,137912,122743,124412,122449,125477,128018,132716,139057,142153,144338,147728,149945,152891,155554,158056,164820,165536,165615,165786,164415,164354,164663,165837,166710,
"Over-age students, primary, female (% of female enrollment)",,,,,,,,,,,,8.85583,8.49361,9.21718,8.78595,7.59516,7.14376,6.72833,6.39466,6.04563,5.10565,5.30884,4.63285,3.94599,4.08882,3.36539,2.68945,2.17471,1.86505,1.28134,1.31994,1.22707,1.42711,1.58829,2.06586,2.08386,2.0122,1.84764,0.8066,1.0884,1.34318,0.98087,1.06716,1.19778,1.86196,1.20543,1.10054,1.18412,1.56752,1.94824,1.32372,1.76615,2.14919,2.476,2.29806,0.7002,0.72892,0.71282,,,
"Primary education, duration (years)",,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"School enrollment, tertiary (gross), gender parity index (GPI)",,,,,,,,,,,,0.34810999,0.355360001,0.37252,0.384160012,0.394650012,0.360680014,0.351539999,0.333849996,0.322180003,0.310559988,,0.358689994,0.370330006,0.409979999,0.471960008,0.444409996,0.442939997,0.44325,0.452470005,0.469610006,0.488779992,0.516380012,0.579150021,0.562170029,0.571609974,0.573989987,0.637300014,0.56904,0.572480023,0.583500028,0.594389975,0.605539978,0.613120019,0.62616998,0.640389979,0.662140012,0.686169982,0.708450019,0.725950003,0.743579984,0.750890017,0.757120013,0.764450014,0.770919979,0.778410017,0.785730004,0.790849984,0.802820027,0.817260027,
Coverage of social insurance programs in 2nd quintile (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net secondary income (Net current transfers from abroad) (current US$),287367247.1,181342915.2,181693006.5,190693041.1,141597290.4,130893393.4,130463625,124057371,113970721.1,113374514.2,76957753.74,67982140.29,65412710.94,73056838.72,72687714.79,69008264.46,165495867.8,228512396.7,363842975.2,342355371.9,422435507,534631367.2,559446298.6,618369320,604605573.3,816532953.3,1277213682,1680951165,2008147976,944062192.8,967559624.7,783664007.6,953051943.9,814905253.7,867757794.5,362389305.9,-190813599.4,928949111.2,3098170453,969028111.9,-69498479.17,-958489221.5,-1547930205,-2644153708,-2305294590,-2354712114,-3465367534,-2689244411,147452916.5,-828393099.1,-4497513540,-3655714951,-4047064513,-2429550125,-3209901071,-3752527831,-4428690177,-5696089770,-6553657428,-5059563267,-1780022771
GNI per capita (current LCU),10080.2107,11854.53219,13957.28817,19192.0936,26715.47524,29371.52326,36996.73433,44931.82317,56412.63906,71956.65925,88316.59312,105353.2581,127651.0423,162234.2852,228679.2105,296430.9832,401932.8774,509584.8749,682392.6467,861770.5713,1032521.045,1265208.951,1443228.195,1688033.569,1917529.188,2112379.081,2445113.241,2888489.151,3446578.685,3894413.343,4673633.1,5594885.349,6335668.848,7122141.632,8323070.844,9655265.493,10744268.59,11731203.53,11456086.89,12547642.55,13769415.24,14824445.19,16409552.57,17423316.01,18860590.48,19730083.25,20699835.99,22325720.6,23535145.7,24407476.01,26730110.71,27986161.18,28987541.06,29950784.36,30947718.15,32602339.08,34112035.22,35886143.33,36930088.04,37539001.36,37620682.07
